date,state,cases,deaths,fracpos,volume,RR
2020-03-07,Alabama,0,0,0.21428571428571427,0,1
2020-03-08,Alabama,0,0,0.3,0,1
2020-03-09,Alabama,0,0,0.5,0,1
2020-03-10,Alabama,0,0,0.5625,0,1
2020-03-11,Alabama,0,0,0.6216216216216216,10,1
2020-03-12,Alabama,0,0,0.7083333333333333,0,1
2020-03-13,Alabama,1,0,0.7431192660550459,2,1
2020-03-14,Alabama,5,0,0.8157894736842107,16,1
2020-03-15,Alabama,6,0,0.08614232209737827,12,1
2020-03-16,Alabama,16,0,0.09115720524017465,16,1
2020-03-17,Alabama,8,0,0.09263248599741492,8,1
2020-03-18,Alabama,10,0,0.10064011379800854,10,1
2020-03-19,Alabama,22,0,0.12374663731963806,22,1
2020-03-20,Alabama,13,0,0.12329342575089271,13,1
2020-03-21,Alabama,44,0,0.14276910435497125,43,1
2020-03-22,Alabama,14,0,0.16122531237404272,1450,1
2020-03-23,Alabama,30,0,0.13004759711346542,230,1
2020-03-24,Alabama,49,0,0.13193963726983246,489,1
2020-03-25,Alabama,70,0,0.13501945525291834,491,1
2020-03-26,Alabama,231,1,0.1370353267143847,1287,1
2020-03-27,Alabama,84,2,0.14323217473485247,672,1
2020-03-28,Alabama,113,0,0.1395197319434103,109,1
2020-03-29,Alabama,114,1,0.12935169425963172,110,1
2020-03-30,Alabama,55,2,0.1390260578895389,1563,1
2020-03-31,Alabama,126,7,0.14918985019871597,726,1
2020-04-01,Alabama,99,13,0.12820665436581155,495,1
2020-04-02,Alabama,162,6,0.13799611434915346,962,1
2020-04-03,Alabama,207,3,0.14544810066757255,883,1
2020-04-04,Alabama,153,8,0.15802888700084963,1234,1
2020-04-05,Alabama,224,2,0.1693707717176555,2225,1
2020-04-06,Alabama,178,5,0.12103174603174607,1687,1
2020-04-07,Alabama,157,6,0.11357476283692215,151,1
2020-04-08,Alabama,260,10,0.11687439361146354,4206,1
2020-04-09,Alabama,416,8,0.1141978544221966,1705,1
2020-04-10,Alabama,207,6,0.11325226710634789,199,1
2020-04-11,Alabama,231,11,0.09790698380874267,223,1
2020-04-12,Alabama,347,2,0.09343354657333831,334,1
2020-04-13,Alabama,203,6,0,0,1
2020-04-14,Alabama,171,15,0,0,1
2020-04-15,Alabama,266,4,0,0,1
2020-04-16,Alabama,158,15,0,0,1
2020-04-17,Alabama,92,15,0,0,1
2020-04-18,Alabama,231,5,0,0,1
2020-04-19,Alabama,190,4,0,0,1
2020-04-20,Alabama,185,6,0,0,1
2020-04-21,Alabama,241,20,0,0,1
2020-04-22,Alabama,288,13,0,0,1
2020-04-23,Alabama,207,6,0,0,1
2020-04-24,Alabama,193,7,0,0,1
2020-04-25,Alabama,182,0,0,0,1
2020-04-26,Alabama,201,10,0,0,1
2020-04-27,Alabama,146,9,0,0,1
2020-04-28,Alabama,199,14,0,0,1
2020-04-29,Alabama,159,14,0,0,1
2020-04-30,Alabama,208,16,0,0,1
2020-05-01,Alabama,253,17,0,0,1
2020-05-02,Alabama,260,0,0,0,1
2020-05-03,Alabama,277,2,0,0,1
2020-05-04,Alabama,226,8,0,0,1
2020-05-05,Alabama,317,17,0,0,1
2020-05-06,Alabama,249,28,0,0,1
2020-05-07,Alabama,346,26,0,0,1
2020-05-08,Alabama,322,14,0,0,1
2020-05-09,Alabama,283,7,0,0,1
2020-05-10,Alabama,262,3,0,0,1
2020-05-11,Alabama,280,10,0,0,1
2020-05-12,Alabama,304,32,0,0,1
2020-05-13,Alabama,256,15,0,0,1
2020-05-14,Alabama,339,23,0,0,1
2020-05-15,Alabama,333,10,0,0,1
2020-05-16,Alabama,334,2,0,0,1
2020-05-17,Alabama,309,3,0,0,1
2020-05-18,Alabama,301,1,0,0,1
2020-05-19,Alabama,387,15,0,0,1
2020-05-20,Alabama,361,18,0,0,1
2020-05-21,Alabama,404,7,0,0,1
2020-05-22,Alabama,364,12,0,0,1
2020-05-23,Alabama,374,8,0,0,1
2020-05-24,Alabama,348,2,0,0,1
2020-05-25,Alabama,633,15,0,0,1
2020-05-26,Alabama,590,14,0,0,1
2020-05-27,Alabama,364,3,0,0,1
2020-05-28,Alabama,486,8,0,0,1
2020-05-29,Alabama,513,19,0,0,1
2020-05-30,Alabama,427,8,0,0,1
2020-05-31,Alabama,511,12,0,0,1
2020-06-01,Alabama,325,16,0,0,1
2020-06-02,Alabama,209,7,0,0,1
2020-06-03,Alabama,220,0,0,0,1
2020-06-04,Alabama,308,0,0,0,1
2020-06-05,Alabama,648,23,0,0,1
2020-06-06,Alabama,445,13,0,0,1
2020-06-07,Alabama,422,3,0,0,1
2020-06-08,Alabama,491,26,0,0,1
2020-06-09,Alabama,566,11,0,0,1
2020-06-10,Alabama,825,15,0,0,1
2020-06-11,Alabama,711,11,0,0,1
2020-06-12,Alabama,1035,14,0,0,1
2020-06-13,Alabama,959,4,0,0,1
2020-06-14,Alabama,818,0,0,0,1
2020-06-15,Alabama,303,1,0,0,1
2020-06-16,Alabama,549,11,0,0,1
2020-06-17,Alabama,907,5,0,0,1
2020-06-18,Alabama,735,20,0,0,1
2020-06-19,Alabama,549,12,0,0,1
2020-06-20,Alabama,458,16,0,0,1
2020-06-21,Alabama,439,1,0,0,1
2020-06-22,Alabama,649,2,0,0,1
2020-06-23,Alabama,1118,23,0,0,1
2020-06-24,Alabama,989,27,0,0,1
2020-06-25,Alabama,1002,5,0,0,1
2020-06-26,Alabama,1023,11,0,0,1
2020-06-27,Alabama,180,12,0,0,1
2020-06-28,Alabama,1420,0,0,0,1
2020-06-29,Alabama,1086,10,0,0,1
2020-06-30,Alabama,888,21,0,0,1
2020-07-01,Alabama,1170,22,0,0,1
2020-07-02,Alabama,1693,13,0,0,1
2020-07-03,Alabama,915,21,0,0,1
2020-07-04,Alabama,961,1,0,0,1
2020-07-05,Alabama,806,0,0,0,1
2020-07-06,Alabama,910,0,0,0,1
2020-07-07,Alabama,1416,26,0,0,1
2020-07-08,Alabama,1801,25,0,0,1
2020-07-09,Alabama,1546,10,0,0,1
2020-07-10,Alabama,1634,36,0,0,1
2020-07-11,Alabama,1473,10,0,0,1
2020-07-12,Alabama,1979,7,0,0,1
2020-07-13,Alabama,1387,3,0,0,1
2020-07-14,Alabama,2116,40,0,0,1
2020-07-15,Alabama,1910,47,0,0,1
2020-07-16,Alabama,1934,19,0,0,1
2020-07-17,Alabama,2024,35,0,0,1
2020-07-18,Alabama,2029,21,0,0,1
2020-07-19,Alabama,1552,1,0,0,1
2020-07-20,Alabama,1503,4,0,0,1
2020-07-21,Alabama,1364,12,0,0,1
2020-07-22,Alabama,1994,61,0,0,1
2020-07-23,Alabama,2091,33,0,0,1
2020-07-24,Alabama,2110,41,0,0,1
2020-07-25,Alabama,1393,18,0,0,1
2020-07-26,Alabama,1760,17,0,0,1
2020-07-27,Alabama,1308,18,0,0,1
2020-07-28,Alabama,1442,0,0,0,1
2020-07-29,Alabama,1954,47,0,0,1
2020-07-30,Alabama,2012,27,0,0,1
2020-07-31,Alabama,1602,15,0,0,1
2020-08-01,Alabama,2033,23,0,0,1
2020-08-02,Alabama,1159,24,0,0,1
2020-08-03,Alabama,1044,6,0,0,1
2020-08-04,Alabama,955,33,0,0,1
2020-08-05,Alabama,1866,29,0,0,1
2020-08-06,Alabama,1721,19,0,0,1
2020-08-07,Alabama,1851,21,0,0,1
2020-08-08,Alabama,959,20,0,0,1
2020-08-09,Alabama,1612,13,0,0,1
2020-08-10,Alabama,925,29,0,0,1
2020-08-11,Alabama,1094,50,0,0,1
2020-08-12,Alabama,734,35,0,0,1
2020-08-13,Alabama,757,8,0,0,1
2020-08-14,Alabama,1120,3,0,0,1
2020-08-15,Alabama,830,3,0,0,1
2020-08-16,Alabama,741,2,0,0,1
2020-08-17,Alabama,1425,27,0,0,1
2020-08-18,Alabama,1323,11,0,0,1
2020-08-19,Alabama,1281,8,0,0,1
2020-08-20,Alabama,1041,30,0,0,1
2020-08-21,Alabama,1475,22,0,0,1
2020-08-22,Alabama,597,15,0,0,1
2020-08-23,Alabama,676,2,0,0,1
2020-08-24,Alabama,560,11,0,0,1
2020-08-25,Alabama,2145,13,0,0,1
2020-08-26,Alabama,1714,8,0,0,1
2020-08-27,Alabama,1137,31,0,0,1
2020-08-28,Alabama,1838,31,0,0,1
2020-08-29,Alabama,1276,45,0,0,1
2020-08-30,Alabama,789,10,0,0,1
2020-08-31,Alabama,1556,20,0,0,1
2020-09-01,Alabama,734,18,0,0,1
2020-09-02,Alabama,1006,17,0,0,1
2020-09-03,Alabama,985,16,0,0,1
2020-09-04,Alabama,1148,33,0,0,1
2020-09-05,Alabama,541,9,0,0,1
2020-09-06,Alabama,776,1,0,0,1
2020-09-07,Alabama,531,0,0,0,1
2020-09-08,Alabama,784,1,0,0,1
2020-09-09,Alabama,1056,8,0,0,1
2020-09-10,Alabama,1077,16,0,0,1
2020-09-11,Alabama,969,32,0,0,1
2020-09-12,Alabama,1059,17,0,0,1
2020-09-13,Alabama,695,1,0,0,1
2020-09-14,Alabama,758,4,0,0,1
2020-09-15,Alabama,1041,32,0,0,1
2020-09-16,Alabama,763,5,0,0,1
2020-09-17,Alabama,1031,9,0,0,1
2020-09-18,Alabama,1314,27,0,0,1
2020-09-19,Alabama,810,9,0,0,1
2020-09-20,Alabama,747,0,0,0,1
2020-09-21,Alabama,877,2,0,0,1
2020-09-22,Alabama,657,18,0,0,1
2020-09-23,Alabama,1038,31,0,0,1
2020-09-24,Alabama,2366,18,0,0,1
2020-09-25,Alabama,976,0,0,0,1
2020-09-26,Alabama,726,10,0,0,1
2020-09-27,Alabama,639,0,0,0,1
2020-09-28,Alabama,746,0,0,0,1
2020-09-29,Alabama,1234,16,0,0,1
2020-09-30,Alabama,1188,23,0,0,1
2020-10-01,Alabama,955,8,0,0,1
2020-10-02,Alabama,1675,2,0,0,1
2020-10-03,Alabama,779,8,0,0,1
2020-10-04,Alabama,536,0,0,0,1
2020-10-05,Alabama,759,1,0,0,1
2020-10-06,Alabama,1009,21,0,0,1
2020-10-07,Alabama,600,21,0,0,1
2020-10-08,Alabama,1598,36,0,0,1
2020-10-09,Alabama,1214,16,0,0,1
2020-10-10,Alabama,801,11,0,0,1
2020-10-11,Alabama,716,0,0,0,1
2020-10-12,Alabama,1100,1,0,0,1
2020-10-13,Alabama,882,0,0,0,1
2020-10-14,Alabama,1224,41,0,0,1
2020-10-15,Alabama,1225,50,0,0,1
2020-10-16,Alabama,1312,30,0,0,1
2020-10-17,Alabama,980,2,0,0,1
2020-10-18,Alabama,865,0,0,0,1
2020-10-19,Alabama,1076,1,0,0,1
2020-10-20,Alabama,1132,16,0,0,1
2020-10-21,Alabama,1395,23,0,0,1
2020-10-22,Alabama,3832,15,0,0,1
2020-10-23,Alabama,2130,16,0,0,1
2020-10-24,Alabama,1264,7,0,0,1
2020-10-25,Alabama,892,0,0,0,1
2020-10-26,Alabama,1215,0,0,0,1
2020-10-27,Alabama,1329,26,0,0,1
2020-10-28,Alabama,1508,19,0,0,1
2020-10-29,Alabama,1338,3,0,0,1
2020-10-30,Alabama,1819,18,0,0,1
2020-10-31,Alabama,1681,35,0,0,1
2020-11-01,Alabama,845,6,0,0,1
2020-11-02,Alabama,1234,0,0,0,1
2020-11-03,Alabama,1812,14,0,0,1
2020-11-04,Alabama,1423,19,0,0,1
2020-11-05,Alabama,1601,20,0,0,1
2020-11-06,Alabama,1603,23,0,0,1
2020-11-07,Alabama,1387,33,0,0,1
2020-11-08,Alabama,1147,2,0,0,1
2020-11-09,Alabama,1858,0,0.001320700667956091,1406829,1
2020-11-10,Alabama,39,36,0,0,1
2020-11-11,Alabama,2075,81,0.13429551485340754,15451,1
2020-11-12,Alabama,2000,12,0,0,1
2020-11-13,Alabama,2980,18,0.1545242416385792,19285,1
2020-11-14,Alabama,2226,15,0.1812703583061889,12280,1
2020-11-15,Alabama,1979,2,0.31658934570468733,6251,1
2020-11-16,Alabama,1410,1,0.19591496456857024,7197,1
2020-11-17,Alabama,1616,52,0.23275241250180043,6943,1
2020-11-18,Alabama,2638,46,0.3247968480669785,8122,1
2020-11-19,Alabama,2424,72,0.16107382550335567,15049,1
2020-11-20,Alabama,2463,32,0.21426707264027842,11495,1
2020-11-21,Alabama,2335,6,0.23410868257469422,9974,1
2020-11-22,Alabama,1798,0,0.24972222222222226,7200,1
2020-11-23,Alabama,1574,2,0.19097306479009948,8242,1
2020-11-24,Alabama,2785,13,0.24784195069858503,11237,1
2020-11-25,Alabama,2453,60,0.28124283421233665,8722,1
2020-11-26,Alabama,2639,40,0.2820951362907536,9355,1
2020-11-27,Alabama,917,0,0.19220289247537206,4771,1
2020-11-28,Alabama,2119,0,0.34238164485377276,6189,1
2020-11-29,Alabama,2236,5,0.38478747203579416,5811,1
2020-11-30,Alabama,2295,1,0.4952524816573155,4634,1
2020-12-01,Alabama,3376,60,0.3555555555555555,9495,1
2020-12-02,Alabama,3928,73,0.4057432083462452,9681,1
2020-12-03,Alabama,3531,65,0.2841851106639839,12425,1
2020-12-04,Alabama,3840,55,0.36852207293666034,10420,1
2020-12-05,Alabama,3390,46,0.31409246733994267,10793,1
2020-12-06,Alabama,2288,12,0.2903553299492386,7880,1
2020-12-07,Alabama,2352,3,0.3600734843845683,6532,1
2020-12-08,Alabama,4436,50,0.3543980186945754,12517,1
2020-12-09,Alabama,3522,43,0.38814194401586954,9074,1
2020-12-10,Alabama,4735,49,0.4228433648865869,11198,1
2020-12-11,Alabama,3853,52,0.3190361844829014,12077,1
2020-12-12,Alabama,4066,16,0,0,1
2020-12-13,Alabama,2790,0,0,0,1
2020-12-14,Alabama,2264,0,0.08314359162688212,27230,1
2020-12-15,Alabama,3638,22,0.42719586660403946,8516,1
2020-12-16,Alabama,4107,74,0.45924186514592424,8943,1
2020-12-17,Alabama,4695,56,0.4052654294346138,11585,1
2020-12-18,Alabama,5348,42,0.4442967516823128,12037,1
2020-12-19,Alabama,4221,93,0.39529874508334895,10678,1
2020-12-20,Alabama,2548,0,0.30111084849917275,8462,1
2020-12-21,Alabama,2380,0,0.37123693651536416,6411,1
2020-12-22,Alabama,4979,63,0.4662858213148531,10678,1
2020-12-23,Alabama,4758,135,0.3845780795344326,12372,1
2020-12-24,Alabama,4232,89,0.3735216240070609,11330,1
2020-12-25,Alabama,3625,4,0.37206199322590583,9743,1
2020-12-26,Alabama,1032,5,0.1980426021876799,5211,1
2020-12-27,Alabama,2170,6,0.5286236297198539,4105,1
2020-12-28,Alabama,2269,21,0.5183915924148963,4377,1
2020-12-29,Alabama,3907,25,0.552226148409894,7075,1
2020-12-30,Alabama,5016,37,0.7108843537414965,7056,1
2020-12-31,Alabama,4406,53,0.37491490810074884,11752,1
2021-01-01,Alabama,4521,45,0.40308487874465065,11216,1
2021-01-02,Alabama,3711,0,0.593570057581574,6252,1
2021-01-03,Alabama,2476,1,0.2878400372006511,8602,1
2021-01-04,Alabama,2161,5,0.6512959614225435,3318,1
2021-01-05,Alabama,5498,8,0.7337515014013077,7493,1
2021-01-06,Alabama,4591,108,0.44447671604221134,10329,1
2021-01-07,Alabama,5046,86,0.4663154976434711,10821,0.9999385807826557
2021-01-08,Alabama,5057,111,0.41444025569578763,12202,0.9996874217604368
2021-01-09,Alabama,4863,108,0.38739743487612516,12553,0.9993129077233014
2021-01-10,Alabama,2750,35,0.27862208713272546,9870,0.9989272166162384
2021-01-11,Alabama,2100,13,0.3383276945384244,6207,0.9988456912231746
2021-01-12,Alabama,3848,226,0.4717999019127023,8156,0.9987488163160126
2021-01-13,Alabama,3147,187,0.3615163699023551,8705,0.9984337585160641
2021-01-14,Alabama,3588,185,0.3599157387902498,9969,0.9980279661495046
2021-01-15,Alabama,2945,85,0.23522364217252398,12520,0.9977230519438415
2021-01-16,Alabama,3153,89,0.35387205387205395,8910,0.9974350208966404
2021-01-17,Alabama,1917,1,0.22916915720263,8365,0.9973638544350005
2021-01-18,Alabama,1430,1,0.3038028468238793,4707,0.9973615165287619
2021-01-19,Alabama,2515,5,0.3638599537037037,6912,0.9973110472822085
2021-01-20,Alabama,3112,157,0.32654774396642183,9530,0.9970542553032481
2021-01-21,Alabama,2881,96,0.3797284829313299,7587,0.9964955731676985
2021-01-22,Alabama,3551,107,0.4369385997292975,8127,0.9958961298114805
2021-01-23,Alabama,3355,171,0.2764274532421522,12137,0.9954888312276307
2021-01-24,Alabama,1728,3,0.21420602454444038,8067,0.9951123841788836
2021-01-25,Alabama,1839,2,0.41270197486535015,4456,0.9950759078446786
2021-01-26,Alabama,2900,234,0.41672654116970836,6959,0.9949248974721329
2021-01-27,Alabama,3177,276,0.3939243645381278,8065,0.994504861077433
2021-01-28,Alabama,3648,168,0.3439238238898841,10607,0.9938628981629118
2021-01-29,Alabama,2848,226,0.26701668854303395,10666,0.9928089434240628
2021-01-30,Alabama,0,0,0,0,0.9913903834996006
2021-01-31,Alabama,4057,122,0.3028289915652759,13397,0.9911238923862535
2021-02-01,Alabama,1221,0,0.32822580645161287,3720,0.9909731528005236
2021-02-02,Alabama,2078,206,0,0,0.990557046159857
2021-02-03,Alabama,2118,309,0.3481834621075127,6083,0.9898585201410329
2021-02-04,Alabama,2767,162,0.28335893497183823,9765,0.9889010970508404
2021-02-05,Alabama,1496,84,0,0,0.9877459171719656
2021-02-06,Alabama,1992,64,0.0616012617125893,32337,0.9865431248350115
2021-02-07,Alabama,1112,2,0.2094951017332329,5308,0.9861447553853326
2021-02-08,Alabama,925,8,0.20455550641309156,4522,0.9857704495367694
2021-02-09,Alabama,1318,56,0.22114093959731546,5960,0.9847967391017015
2021-02-10,Alabama,1401,309,0.2167723967197896,6463,0.9836724327230832
2021-02-11,Alabama,1503,133,0.21177962519374383,7097,0.9823934353645456
2021-02-12,Alabama,1097,159,0.16199054932073242,6772,0.9807922673015116
2021-02-13,Alabama,1189,62,0.17299578059071735,6873,0.9791561732355215
2021-02-14,Alabama,1075,0,0.27634961439588696,3890,0.9784723790640077
2021-02-15,Alabama,674,2,0.2464351005484461,2735,0.9782060084040125
2021-02-16,Alabama,883,13,0.23139412997903563,3816,0.9768580104714297
2021-02-17,Alabama,679,89,0.23874824191279892,2844,0.9761198750430917
2021-02-18,Alabama,1198,78,0.23531722647809863,5091,0.9746546883759869
2021-02-19,Alabama,847,149,0.16729211929685958,5063,0.9724826838886614
2021-02-20,Alabama,774,17,0.1423841059602649,5436,0.9696594961058639
2021-02-21,Alabama,857,2,0.22647991543340384,3784,0.968953273685778
2021-02-22,Alabama,677,0,0.26179427687548334,2586,0.9686647404708094
2021-02-23,Alabama,1453,68,0.301139896373057,4825,0.9672330495839138
2021-02-24,Alabama,1247,84,0.31593615404104375,3947,0.9653587956537062
2021-02-25,Alabama,890,87,0.1243885394828791,7155,0.9634264348996711
2021-02-26,Alabama,739,38,0.13534798534798537,5460,0.9611132417038153
2021-02-27,Alabama,834,61,0.15726947011125783,5303,0.9582306807947608
2021-02-28,Alabama,569,0,0.17427258805513018,3265,0.9574902817828835
2021-03-01,Alabama,517,2,0.2782561894510226,1858,0.9570974052892719
2021-03-02,Alabama,652,60,0.17872807017543865,3648,0.9551947569792125
2021-03-03,Alabama,2733,38,0.2848358520062533,9595,0.9528723004690653
2021-03-04,Alabama,922,65,0.15653650254668933,5890,0.9502339888598491
2021-03-05,Alabama,811,28,0.16483739837398373,4920,0.9477282833452517
2021-03-06,Alabama,524,27,0,0,0.9448482322025784
2021-03-07,Alabama,408,0,0.05325675499282078,7661,0.9440868548646516
2021-03-08,Alabama,273,0,0,0,0.9436498367689607
2021-03-09,Alabama,524,38,0.30751173708920193,1704,0.9421246485580146
2021-03-10,Alabama,782,36,0.22028169014084506,3550,0.9399034664270255
2021-03-11,Alabama,865,52,0.20305164319248828,4260,0.9372435255860662
2021-03-12,Alabama,448,25,0.10813420226888731,4143,0.9342812842063009
2021-03-13,Alabama,594,28,0.11152835148328955,5326,0.9313281535693466
2021-03-14,Alabama,368,0,0.08295761947700629,4436,0.9304002193746171
2021-03-15,Alabama,4556,2,1.7283763277693476,2636,0.9298093466963969
2021-03-16,Alabama,488,8,0.10198537095088821,4785,0.9281756215788094
2021-03-17,Alabama,759,26,0.18328906061337838,4141,0.926316988976838
2021-03-18,Alabama,572,28,0.13743392599711676,4162,0.9248021608499317
2021-03-19,Alabama,531,34,0.11377758731519176,4667,0.9225395512658976
2021-03-20,Alabama,508,11,0.12170579779587927,4174,0.9202419878028205
2021-03-21,Alabama,373,0,0.09578839239856186,3894,0.9193675012801874
2021-03-22,Alabama,319,0,0.13004484304932737,2453,0.9189551831782151
2021-03-23,Alabama,10,14,0.005896226415094341,1696,0.9172566287980536
2021-03-24,Alabama,922,37,0.5301897642323175,1739,0.9155740794646029
2021-03-25,Alabama,427,17,0.09335373852208133,4574,0.9137786187355313
2021-03-26,Alabama,442,19,0.1039510818438382,4252,0.9119482871876143
2021-03-27,Alabama,492,3,0.14595075645209143,3371,0.9099792165157786
2021-03-28,Alabama,319,0,0.09137782870237751,3491,0.909090410799274
2021-03-29,Alabama,228,0,0.09969392216878006,2287,0.9085702245152888
2021-03-30,Alabama,361,1,0.2569395017793594,1405,0.906572819558578
2021-03-31,Alabama,408,27,0.15536938309215545,2626,0.9042646409866542
2021-04-01,Alabama,478,0,0.1398887913374305,3417,0.901405157600815
2021-04-02,Alabama,400,54,0.08665511265164647,4616,0.8984135762856029
2021-04-03,Alabama,349,30,0.11563949635520213,3018,0.8959033385917222
2021-04-04,Alabama,194,0,0.050905274206245084,3811,0.8958084632233048
2021-04-05,Alabama,109,1,0.052733430091920656,2067,0.8957845033254406
2021-04-06,Alabama,196,14,0.16319733555370528,1201,0.8920348833094646
2021-04-07,Alabama,338,0,0.28864218616567044,1171,0.8884969341481493
2021-04-08,Alabama,464,23,0.1432098765432099,3240,0.8849618458158438
2021-04-09,Alabama,318,11,0.08166409861325116,3894,0.8805810359607967
2021-04-10,Alabama,354,26,0.09915966386554619,3570,0.8761385980852944
2021-04-11,Alabama,311,0,0.1090080616894497,2853,0.8745523172768588
2021-04-12,Alabama,172,0,0.059680777238029156,2882,0.8736920858637045
2021-04-13,Alabama,1432,10,1.2125317527519048,1181,0.8699256139265839
2021-04-14,Alabama,277,6,0.05917538987395856,4681,0.865426469967312
2021-04-15,Alabama,421,8,0.09889593610523843,4257,0.8609167903218418
2021-04-16,Alabama,422,3,0.08504635227730754,4962,0.8570543105945203
2021-04-17,Alabama,508,51,0.17626648160999311,2882,0.8531367785141046
2021-04-18,Alabama,270,0,0.06390532544378699,4225,0.8515826062971135
2021-04-19,Alabama,111,0,0.04778303917348257,2323,0.8509646557472955
2021-04-20,Alabama,1443,8,1.2375643224699824,1166,0.8471329344753239
2021-04-21,Alabama,412,9,0.11514812744550029,3578,0.8430765500052627
2021-04-22,Alabama,682,17,0.19900787861103006,3427,0.8386052166243355
2021-04-23,Alabama,428,16,0.08870466321243524,4825,0.8340083534329665
2021-04-24,Alabama,421,11,0.11776223776223778,3575,0.8299139618100895
2021-04-25,Alabama,233,0,0.06810874013446361,3421,0.8284348474427918
2021-04-26,Alabama,217,1,0.0919102075391783,2361,0.8276266045696112
2021-04-27,Alabama,359,2,0.24792817679558013,1448,0.8251034103705367
2021-04-28,Alabama,376,25,0.10857637886225817,3463,0.8218142938388588
2021-04-29,Alabama,430,8,0.12044817927170869,3570,0.8179413492314388
2021-04-30,Alabama,409,9,0.09791716542973423,4177,0.8140639623419567
2021-05-01,Alabama,387,17,0.08537392455327598,4533,0.8107426980480967
2021-05-02,Alabama,288,0,0.08627920910724986,3338,0.8100163708048017
2021-05-03,Alabama,187,0,0.09624292331446216,1943,0.8094859715782923
2021-05-04,Alabama,0,0,0,1498,0.8072969629180322
2021-05-05,Alabama,662,17,0,0,0.8039330282526754
2021-05-06,Alabama,565,16,0.08844708829054475,6388,0.8035298392285375
2021-05-07,Alabama,314,20,0.07331309829558719,4283,0.7967874738059281
2021-05-08,Alabama,419,12,0.10546186760634281,3973,0.7926111089622653
2021-05-09,Alabama,244,0,0.06648501362397818,3670,0.7913570035321006
2021-05-10,Alabama,106,0,0.05751492132392839,1843,0.7907944959441355
2021-05-11,Alabama,310,7,0.23273273273273276,1332,0.7906852648038444
2021-05-12,Alabama,347,12,0.12326820603907639,2815,0.788358020097401
2021-05-13,Alabama,1144,4,0.3205379658167554,3569,0.7836332355105172
2021-05-14,Alabama,4918,23,0.5693447557304931,8638,0.7805179215810503
2021-05-15,Alabama,2016,14,0.2078993503145303,9697,0.7779035195335792
2021-05-16,Alabama,254,0,0.016877076411960134,15050,0.7773838527056363
2021-05-17,Alabama,184,0,0.07944732297063904,2316,0.7773474705902645
2021-05-18,Alabama,336,5,0.284263959390863,1182,0.7752319476204487
2021-05-19,Alabama,288,2,0.0862017360071835,3341,0.7751401615641601
2021-05-20,Alabama,339,32,0.09390581717451522,3610,0.7716610469694446
2021-05-21,Alabama,443,3,0.09755560449240255,4541,0.7710152603387369
2021-05-22,Alabama,255,32,0.0643451930355791,3963,0.7692071660960745
2021-05-23,Alabama,196,0,0.0670543961683202,2923,0.7670620998284243
2021-05-24,Alabama,132,0,0.061054579093432,2162,0.7670367771495735
2021-05-25,Alabama,306,12,0.20633850303438975,1483,0.7655653188426594
2021-05-26,Alabama,269,14,0.0808779314491882,3326,0.7647636126744806
2021-05-27,Alabama,346,2,0.1086001255492781,3186,0.7643905324088893
2021-05-28,Alabama,228,6,0.06239737274220033,3654,0.7632253593502095
2021-05-29,Alabama,0,0,0,4698,0.7627432299167933
2021-05-30,Alabama,0,0,0,0,0.7625862093184331
2021-05-31,Alabama,0,0,0,0,0.7624849662221552
2021-06-01,Alabama,640,10,0,0,0.7624178467980887
2021-06-02,Alabama,553,11,0,0,0.7620056876856456
2021-06-03,Alabama,430,21,0.04476368936081616,9606,0.761926407556313
2021-06-04,Alabama,557,10,0.11689401888772298,4765,0.7610507431556095
2021-06-05,Alabama,0,0,0,1788,0.7610162844441425
2021-06-06,Alabama,0,0,0,0,0.7607336132447673
2021-06-07,Alabama,739,19,0,0,0.7605651292628861
2020-03-06,Alaska,0,0,0,8,1
2020-03-07,Alaska,0,0,0,4,1
2020-03-08,Alaska,0,0,0,2,1
2020-03-09,Alaska,0,0,0,9,1
2020-03-10,Alaska,0,0,0,0,1
2020-03-11,Alaska,0,0,0.1577669902912622,23,1
2020-03-12,Alaska,0,0,0.12785388127853878,0,1
2020-03-13,Alaska,0,0,0.07879656160458454,14,1
2020-03-14,Alaska,0,0,0.05890052356020943,84,1
2020-03-15,Alaska,0,0,0.06903765690376566,0,1
2020-03-16,Alaska,0,0,0.08560447239692523,0,1
2020-03-17,Alaska,3,0,0.07807807807807808,193,1
2020-03-18,Alaska,5,0,0.04826139088729015,75,1
2020-03-19,Alaska,3,0,0.05145167217934584,26,1
2020-03-20,Alaska,3,0,0.042442356959863356,260,1
2020-03-21,Alaska,1,0,0.03914715134568333,74,1
2020-03-22,Alaska,10,0,0.03913270637408568,196,1
2020-03-23,Alaska,13,0,0.03528380451457375,0,1
2020-03-24,Alaska,4,0,0.0350238161950126,54,1
2020-03-25,Alaska,7,1,0.030192217533989672,669,1
2020-03-26,Alaska,14,0,0.028546637744034712,169,1
2020-03-27,Alaska,11,0,0.0249312776383411,528,1
2020-03-28,Alaska,17,1,0.027430425558467492,533,1
2020-03-29,Alaska,19,0,0.028785679729075947,413,1
2020-03-30,Alaska,8,1,0.026193293885601567,320,1
2020-03-31,Alaska,10,0,0.029436501261564336,59,1
2020-04-01,Alaska,13,0,0.03043334435990738,890,1
2020-04-02,Alaska,8,0,0.033622559652928416,419,1
2020-04-03,Alaska,11,0,0.03284278535534817,994,1
2020-04-04,Alaska,11,2,0.03424401197604791,24,1
2020-04-05,Alaska,14,1,0.03537228845026382,244,1
