fips,state
34023,New Jersey
26055,Michigan
31091,Nebraska
31095,Nebraska
31103,Nebraska
31111,Nebraska
28089,Mississippi
28093,Mississippi
27031,Minnesota
27049,Minnesota
27055,Minnesota
37049,North Carolina
37051,North Carolina
37131,North Carolina
37137,North Carolina
37149,North Carolina
37155,North Carolina
42091,Pennsylvania
42097,Pennsylvania
42103,Pennsylvania
34025,New Jersey
34039,New Jersey
35003,New Mexico
35005,New Mexico
35009,New Mexico
30061,Montana
38001,North Dakota
09011,Connecticut
10001,Delaware
10003,Delaware
12009,Florida
12075,Florida
05031,Arkansas
05035,Arkansas
05041,Arkansas
05057,Arkansas
05063,Arkansas
05069,Arkansas
05075,Arkansas
05077,Arkansas
04025,Arizona
05005,Arkansas
05007,Arkansas
16073,Idaho
16085,Idaho
16087,Idaho
17013,Illinois
17021,Illinois
17027,Illinois
16031,Idaho
16035,Idaho
16037,Idaho
16049,Idaho
16059,Idaho
18023,Indiana
12021,Florida
12033,Florida
16007,Idaho
16011,Idaho
16013,Idaho
05105,Arkansas
05107,Arkansas
05119,Arkansas
17031,Illinois
18123,Indiana
18129,Indiana
18143,Indiana
18147,Indiana
18155,Indiana
18163,Indiana
18029,Indiana
18037,Indiana
18039,Indiana
13135,Georgia
13145,Georgia
13151,Georgia
13161,Georgia
13167,Georgia
13177,Georgia
13179,Georgia
20107,Kansas
20117,Kansas
17149,Illinois
17157,Illinois
17161,Illinois
17171,Illinois
17173,Illinois
17181,Illinois
17185,Illinois
17193,Illinois
17201,Illinois
13287,Georgia
13291,Georgia
13299,Georgia
21105,Kentucky
48273,Texas
48311,Texas
48315,Texas
48321,Texas
48337,Texas
54047,West Virginia
54057,West Virginia
54063,West Virginia
54071,West Virginia
54077,West Virginia
51059,Virginia
51071,Virginia
51077,Virginia
51083,Virginia
51089,Virginia
51093,Virginia
51099,Virginia
51105,Virginia
21033,Kentucky
13305,Georgia
51117,Virginia
53007,Washington
48117,Texas
48261,Texas
48135,Texas
48141,Texas
48155,Texas
48161,Texas
48165,Texas
51107,Virginia
51131,Virginia
51147,Virginia
51149,Virginia
51159,Virginia
51161,Virginia
51165,Virginia
51175,Virginia
51177,Virginia
55061,Wisconsin
56039,Wyoming
53047,Washington
48129,Texas
48167,Texas
48221,Texas
48225,Texas
48229,Texas
48245,Texas
48257,Texas
51193,Virginia
51199,Virginia
53031,Washington
55031,Wisconsin
55051,Wisconsin
53049,Washington
51570,Virginia
51630,Virginia
51650,Virginia
51700,Virginia
51735,Virginia
51770,Virginia
55071,Wisconsin
55079,Wisconsin
55089,Wisconsin
53055,Washington
53061,Washington
53071,Washington
53073,Washington
22039,Louisiana
27139,Minnesota
31113,Nebraska
37043,North Carolina
39057,Ohio
36009,New York
47169,Tennessee
46073,South Dakota
48365,Texas
48207,Texas
51690,Virginia
55131,Wisconsin
54067,West Virginia
51087,Virginia
01043,Alabama
01109,Alabama
09009,Connecticut
05049,Arkansas
05127,Arkansas
21117,Kentucky
19123,Iowa
47015,Tennessee
38011,North Dakota
38083,North Dakota
48375,Texas
31065,Nebraska
28135,Mississippi
41019,Oregon
29013,Missouri
55001,Wisconsin
53057,Washington
06085,California
13017,Georgia
18047,Indiana
22123,Louisiana
26067,Michigan
37185,North Carolina
45015,South Carolina
13045,Georgia
37093,North Carolina
20149,Kansas
28033,Mississippi
42001,Pennsylvania
37161,North Carolina
21051,Kentucky
13245,Georgia
13251,Georgia
13261,Georgia
13263,Georgia
13273,Georgia
20193,Kansas
20199,Kansas
20201,Kansas
21195,Kentucky
21211,Kentucky
21213,Kentucky
21223,Kentucky
21225,Kentucky
20037,Kansas
20043,Kansas
20061,Kansas
20067,Kansas
20071,Kansas
20083,Kansas
20089,Kansas
22019,Louisiana
22027,Louisiana
22029,Louisiana
22037,Louisiana
53009,Washington
53027,Washington
55105,Wisconsin
55117,Wisconsin
55127,Wisconsin
55009,Wisconsin
49047,Utah
49053,Utah
50001,Vermont
50009,Vermont
50017,Vermont
50023,Vermont
22003,Louisiana
22009,Louisiana
22101,Louisiana
22107,Louisiana
22109,Louisiana
21021,Kentucky
21023,Kentucky
22045,Louisiana
21047,Kentucky
21055,Kentucky
21059,Kentucky
21073,Kentucky
21075,Kentucky
21089,Kentucky
21095,Kentucky
55137,Wisconsin
56001,Wyoming
56007,Wyoming
56011,Wyoming
56013,Wyoming
56021,Wyoming
54031,West Virginia
54035,West Virginia
54041,West Virginia
50027,Vermont
51001,Virginia
51021,Virginia
51027,Virginia
51037,Virginia
51041,Virginia
02050,Alaska
02105,Alaska
02122,Alaska
02150,Alaska
02164,Alaska
02180,Alaska
02188,Alaska
02198,Alaska
02261,Alaska
02270,Alaska
02070,Alaska
02110,Alaska
02130,Alaska
02185,Alaska
02195,Alaska
02220,Alaska
02230,Alaska
02020,Alaska
02068,Alaska
02013,Alaska
02275,Alaska
02240,Alaska
02090,Alaska
02100,Alaska
02170,Alaska
02016,Alaska
02060,Alaska
02290,Alaska
02282,Alaska
15009,Hawaii
15001,Hawaii
15007,Hawaii
15005,Hawaii
15003,Hawaii
