fips,hsa,proportion
04001,3026,0.06820247610092461
04001,3028,1
04001,3038,0.7734863914089983
04001,3044,0.0462190976963077
04001,32033,0.1893316549309626
04003,3002,1
04003,3007,1
04003,3027,1
04003,3032,0.020860037231589586
04003,3034,0.7063868429018263
04005,3006,0.05191277258566978
04005,3008,0.9750229937916762
04005,3019,1
04005,3035,0.11127301158575592
04005,3044,0.5567207971414462
04005,46010,0.22308519536384275
04007,3021,1
04007,3022,2.4255745713923872e-4
04007,3032,9.82971052305299e-4
04007,3042,0.6294607766074517
04007,3047,1
04009,3024,1
04009,3034,0.29361315709817376
04009,3042,0.37053922339254836
04011,3032,0.008477456334945156
04012,3020,0.9270786120763459
04012,3037,0.007571849755571225
04012,5023,0.04393092940578974
04013,3005,1
04013,3016,0.8640112859815076
04013,3022,0.994186348522868
04013,3025,1
04013,3029,1
04013,3032,1.0614660183696061e-4
04013,3033,0.8364903675497757
04015,3003,0.894830927103518
04015,3014,1
04015,3015,1
04015,5152,0.16906364749082006
04015,46030,0.05974586670831567
04017,3026,0.9317975238990753
04017,3035,0.8887269884142441
04017,3038,0.22651360859100167
04017,3040,1
04017,3044,0.39706010516224616
04019,3022,0.0014811030568679178
04019,3032,0.9065026835466523
04021,3004,1
04021,3009,1
04021,3016,0.13598871401849247
04021,3022,0.003241683820988304
04021,3032,0.02151832456062889
04023,3032,0.04155238067204179
04025,3006,0.9480872274143303
04025,3008,0.024977006208323754
04025,3022,8.483071421365233e-4
04025,3023,1
04025,3033,0.16350963245022426
04027,3037,0.9835312267816326
05001,4021,1
05001,4069,0.6295482420278005
05003,4017,1
05003,4040,0.15055467511885895
05005,4049,0.624795367731765
05007,4005,1
05007,4030,0.6680632890457027
05007,4063,0.9788875154511743
05007,4067,0.6162768302339019
05007,4068,0.30507988559412386
05009,4031,0.7267057745902438
05011,4074,0.8614367770871036
05013,4024,0.1099858341966721
05015,4006,1
05015,4025,1
05017,4040,0.849445324881141
05017,4045,0.2694610778443114
05019,4001,0.9580284216986922
05019,4035,0.016228454458754295
05021,4057,0.05811698467313106
05021,4059,1
05021,26071,0.0512756726635886
05023,4003,0.025798599333586063
05023,4032,1
05023,4041,0.009258524755504685
05023,4066,0.08380825702153784
05025,4027,0.10455727384699603
05025,4060,0.06900600367967465
05025,4074,0.13856322291289638
05027,4024,0.016216673361946845
05027,4042,0.8639046622833234
05029,4041,0.009187697607742257
05029,4048,0.9108395214521452
05031,4039,0.675815990537387
05033,4029,0.24423637038919405
05035,4075,0.8950020999580008
05037,4039,0.004168664684632844
05037,4075,0.01842484889432646
05037,4076,0.7948691370821457
05039,4001,0.04197157830130777
05039,4027,0.895442726153004
05041,4023,0.8237217209363149
05041,4033,0.016424883206294566
05041,4045,0.6292215568862275
05043,4023,0.1762782790636851
05043,4045,0.10131736526946107
05043,4047,1
05045,4015,1
05045,4041,0.01810058588216629
05047,4029,0.02011454932853764
05047,4056,1
05049,4049,0.050991329655005156
05049,4065,0.7412613981762918
05049,26093,0.08823422901426813
05051,4035,0.7621558334819456
05053,4041,0.04317056310415557
05053,4043,0.09992631837479386
05055,4039,0.010376906109139734
05055,4057,0.8966739651756855
05057,4034,0.8883270122208176
05057,4052,0.18533617280194706
05059,4035,0.06099820889967512
05059,4043,0.9000736816252062
05061,4052,0.814663827198053
05063,4003,0.7107284662503243
05063,4053,0.03620188003581021
05063,4066,0.010190822121041592
05065,4003,0.07921147668548854
05065,4010,1
05065,4065,0.2587386018237082
05067,4053,0.9637981199641898
05069,4041,0.020409550899221467
05069,4060,0.7652270746586618
05071,4013,1
05073,4042,0.13609533771667662
05073,4070,0.06957113393293785
05075,4003,0.01925417506334923
05075,4039,0.10040599725072728
05077,4028,0.30007830296127563
05077,4033,0.047553479223014505
05079,4060,0.1657669216616636
05081,4002,1
05081,45253,0.040904957030890754
05083,4008,1
05083,4019,0.18827899298390424
05083,4029,0.04197666008561878
05085,4038,0.5725296012762475
05085,4041,0.04798680915200072
05087,4026,0.016163527460007595
05087,4068,0.10036248134287205
05089,4031,0.03441757128101187
05089,4049,0.2223973807069666
05091,4070,0.9304288660670621
05093,4007,0.751625648201498
05093,4039,0.06201847767015121
05093,4055,1
05093,44059,0.001129909653315144
05095,4069,0.37045175797219954
05097,4035,0.0697288537733289
05099,4034,0.11167298777918247
05099,4062,1
05101,4031,0.15294965991697687
05103,4011,1
05103,4024,0.033744212106476094
05105,4041,0.02434470722890201
05105,4048,0.08916047854785479
05107,4033,0.9360216375706909
05109,4035,0.03810934241030929
05109,4051,1
05111,4039,0.14055816629903137
05111,4075,0.0377992440151197
05113,4020,0.13107933623451773
05113,4046,0.9131027253668763
05115,4064,0.9690012180267966
05117,4041,0.014618723298165293
05117,4066,0.03155471427840589
05119,4038,0.4274703987237525
05119,4041,0.6855189646770848
05119,4054,1
05121,4039,0.006655797448930661
05121,4061,1
05123,4028,0.6999216970387244
05123,4075,0.048773807132553
05123,4076,0.20513086291785437
05125,4004,1
05125,4035,0.05277930697598685
05125,4041,0.07338259125369717
05127,4029,0.007385108587290107
05127,4046,0.04072327044025157
05127,4072,1
05129,4031,0.08592699421176746
05129,4041,0.006754076810625205
05129,4049,0.017128478748559994
05131,4029,0.49831303633911295
05133,4020,0.8221988427143608
05135,4003,0.13430036513098825
05135,4012,1
05137,4003,0.030706917536263693
05137,4050,1
05139,4024,0.840053280334905
05141,4041,0.047267205330734446
05143,4026,0.9838364725399924
05143,4068,0.5945576330630041
05145,4066,0.8063027574563871
05147,4066,0.06814344912262751
05149,4018,1
05149,4019,0.8117210070160957
05149,4064,0.03099878197320341
06001,5001,1
06001,5020,0.823298714087781
06001,5034,1
06001,5077,1
06001,5095,1
06001,5119,1
06001,5161,1
06001,5211,1
06001,5287,1
06003,29003,0.009053849070913918
06005,5104,0.949189541827671
06007,5037,0.7216095086029924
06007,5090,1
06007,5137,0.011072502852401203
06007,5166,0.972510633555601
06007,5172,1
06009,5104,0.028830230340743713
06009,5202,1
06009,5232,0.08257510729613735
06011,5037,0.0026878571736811932
06011,5044,0.9505782105903835
06011,5274,0.06895321123134376
06013,5005,1
06013,5020,0.17670128591221904
06013,5045,1
06013,5136,1
06013,5179,1
06013,5180,1
06013,5214,1
06013,5262,1
06013,5288,1
06015,5051,0.6602306377446614
06017,5012,0.07118543332612924
06017,5071,0.08958865073751755
06017,5104,0.021980227831585285
06017,5182,1
06017,5200,0.027562769570925412
06017,5235,0.8785160905840286
06017,5250,0.022986918855486142
06019,5043,1
06019,5078,0.964300355215007
06019,5091,0.12070904068516539
06019,5138,0.0024648474162960623
06019,5227,0.9815213009004166
06021,5037,0.1719797054453767
06023,5008,1
06023,5066,0.9870560479500096
06023,5074,1
06023,5080,0.8239127710239378
06025,3037,0.00889692346279619
06025,5024,1
06025,5062,1
06025,5102,0.06111720738370323
06027,5022,0.8284230664115879
06027,5123,1
06027,5197,0.012582056892778994
06027,29010,2.809006572392635e-4
06029,5015,1
06029,5056,0.823730001167815
06029,5114,1
06029,5117,0.10539099334940293
06029,5197,0.9366468688131708
06029,5256,0.019413771983550616
06031,5046,1
06031,5091,0.8792909593148346
06033,5041,1
06033,5055,0.08651502843216897
06033,5115,1
06035,5036,0.24269352290679305
06035,5069,0.13400772902932484
06035,5241,1
06035,29013,0.006341459482769043
06037,5007,1
06037,5013,1
06037,5019,1
06037,5028,1
06037,5032,0.9920107003636554
06037,5050,1
06037,5052,1
06037,5059,1
06037,5060,1
06037,5064,1
06037,5079,0.029927368638862625
06037,5082,1
06037,5084,1
06037,5085,1
06037,5086,1
06037,5092,1
06037,5094,1
06037,5103,1
06037,5116,1
06037,5117,0.8946090066505971
06037,5124,1
06037,5126,1
06037,5130,1
06037,5139,1
06037,5144,1
06037,5146,1
06037,5157,1
06037,5158,1
06037,5171,1
06037,5173,1
06037,5174,1
06037,5183,0.8694518696699455
06037,5206,1
06037,5209,1
06037,5215,1
06037,5223,1
06037,5233,1
06037,5244,1
06037,5247,0.16027475421348314
06037,5248,1
06037,5256,0.9805862280164493
06037,5258,1
06037,5265,1
06037,5270,1
06039,5078,0.031117263878604466
06039,5131,1
06039,5138,0.10102804312167224
06041,5088,1
06041,5159,1
06041,5177,0.022464285296423265
06043,5078,0.0018426107766438085
06043,5138,0.05699850003947265
06043,5141,0.004054832689777349
06043,5232,0.01615450643776824
06045,5073,1
06045,5080,0.07005890462463968
06045,5225,0.013284808430829687
06045,5253,1
06045,5272,1
06047,5127,1
06047,5138,0.839508609422559
06047,5141,0.018835837325100403
06047,5252,0.23138297872340424
06049,5003,1
06049,5035,1
06049,5069,0.08285974085019322
06049,38027,0.038075283577776176
06051,5022,0.17157693358841214
06051,5132,1
06051,29003,0.017459866009354064
06053,5106,1
06053,5145,1
06053,5201,1
06053,5263,0.20069962365749885
06055,5055,0.913484971567831
06055,5150,1
06055,5257,0.11411592859615058
06057,5087,0.9789609693069066
06057,5137,0.023908308266777305
06057,5250,0.5845442308356056
06059,5004,1
06059,5075,1
06059,5079,0.9700726313611374
06059,5081,1
06059,5100,1
06059,5112,1
06059,5125,1
06059,5140,1
06059,5155,1
06059,5165,1
06059,5204,0.6017471894595784
06059,5218,1
06059,5234,1
06059,5282,1
06061,5012,0.9288145666738707
06061,5199,1
06061,5250,0.37859386325199323
06063,5036,0.757306477093207
06063,5089,1
06063,5166,0.007801036423410539
06063,5186,1
06063,5188,1
06065,3020,0.007151130583673264
06065,5017,1
06065,5023,0.9560690705942103
06065,5047,1
06065,5097,1
06065,5102,0.9388827926162968
06065,5121,0.03776051121922881
06065,5168,0.9619715527459503
06065,5189,1
06065,5192,0.11838220700605338
06065,5198,0.9617106092154047
06065,5271,1
06065,5289,1
06067,5033,1
06067,5071,0.9104113492624825
06067,5120,0.2347272939922808
06067,5200,0.923789669558642
06069,5098,1
06069,5263,0.019092257956745178
06071,3020,0.06577025733998086
06071,5006,1
06071,5018,1
06071,5021,1
06071,5038,1
06071,5072,1
06071,5105,1
06071,5121,0.9622394887807711
06071,5152,0.83093635250918
06071,5168,0.03802844725404978
06071,5183,0.1305481303300545
06071,5192,0.8816177929939466
06071,5197,0.05077107429405022
06071,5198,0.03828939078459524
06071,5203,1
06071,5254,1
06071,5260,1
06073,5040,1
06073,5048,1
06073,5063,1
06073,5065,1
06073,5070,1
06073,5108,1
06073,5109,1
06073,5151,1
06073,5162,1
06073,5187,1
06073,5204,0.39825281054042166
06073,5205,1
06075,5088,0
06075,5208,1
06077,5120,0.6994905849176749
06077,5133,1
06077,5141,0.07215710219210361
06077,5239,0.9979200280988288
06077,5249,1
06079,5009,1
06079,5212,1
06079,5222,0.11667984652783879
06079,5246,1
06081,5029,1
06081,5053,1
06081,5194,1
06081,5213,1
06081,5236,1
06081,5237,0.5082387711826226
06083,5122,1
06083,5167,0
06083,5219,1
06083,5222,0.8833201534721612
06083,5230,1
06085,5083,1
06085,5149,1
06085,5210,0.9957790846316021
06085,5237,0.4917612288173774
06085,5285,1
06087,5210,0.004220915368397837
06087,5221,1
06087,5263,0.780208118385756
06089,5069,0.7831325301204819
06089,5191,0.9333112916601174
06091,5087,0.011031473219727443
06091,5250,0.01387498705691506
06091,29013,0.0032704762442116804
06093,5148,1
06093,5277,1
06093,38027,0.04203453507694531
06093,38034,0.005772976995644275
06095,5054,0.2053597881222786
06095,5068,1
06095,5120,0.06578212109004432
06095,5255,1
06095,5257,0.8858840714038494
06097,5096,1
06097,5177,0.9775357147035767
06097,5225,0.9867151915691703
06097,5226,1
06097,5231,1
06099,5141,0.9018713289359397
06099,5160,1
06099,5239,0.00207997190117115
06099,5252,0.7686170212765957
06101,5044,0.04942178940961656
06101,5137,0.010605746291878436
06101,5200,0.0015280223087772425
06101,5274,0.008552237474349661
06101,5278,1
06103,5037,0.10372292877794971
06103,5190,1
06103,5191,0.02211936108054786
06105,5066,0.012943952049990435
06105,5080,0.10602832435142248
06105,5191,0.044569347259334736
06105,5264,1
06107,5056,0.17626999883218497
06107,5057,1
06107,5078,0.0027397701297446958
06107,5118,1
06107,5185,1
06107,5227,0.018478699099583388
06107,5251,1
06107,5261,1
06109,5141,0.0030808988570789723
06109,5232,0.9012703862660945
06111,5031,1
06111,5032,0.007989299636344609
06111,5163,1
06111,5167,1
06111,5224,1
06111,5229,1
06111,5247,0.8397252457865169
06111,5259,1
06113,5054,0.7946402118777214
06113,5200,0.04711953856165535
06113,5274,0.9224945512943066
06115,5087,0.010007557473366001
06115,5137,0.954413442588943
06115,5166,0.019688330020988503
08001,6004,0.11147276104528375
08001,6006,0.6066038377532743
08001,6016,0.11283913428990926
08001,6049,1
08001,6053,0.022315352962838434
08003,6002,0.4489339048295067
08005,6004,0.8217105876964572
08005,6016,0.12754920250072183
08007,6017,0.18829227021428677
08009,6046,1
08011,6035,0.21731323182821444
08013,6005,1
08013,6016,0.007529605458503212
08013,6038,0.7958617069768085
08014,6006,0.007912815435658305
08014,6016,0.03331343595330293
08015,6045,0.7948239392808262
08017,6010,1
08019,6053,0.0375418287781994
08021,6034,0.9146259267580319
08023,6002,0.0799093614349286
08023,6034,0.0853740732419681
08025,6035,0.15816841868991058
08025,6042,0.008044895336026441
08027,6042,0.02662504590525156
08029,6015,0.925267554959295
08031,6004,0.06448418588476773
08031,6006,0.011480006348390607
08031,6016,0.3386412922170869
08033,6012,0.058412920011422405
08035,6011,0.009008847630871494
08035,6016,0.16488341090922495
08037,6016,8.201270019392267e-4
08037,6025,0.3459471380979466
08037,6051,1
08039,6004,0.002332465373491319
08039,6011,0.006003601885547124
08039,6016,0.009763197287130456
08039,6031,0.09464099119271534
08041,6011,0.9482204838983039
08043,6009,1
08043,6045,0.14777487453859234
08045,6025,0.6017481340468258
08045,6026,0.04144186506954413
08047,6053,0.023712314072081592
08049,6016,0.006679274028902053
08049,6033,1
08051,6015,0.019331036375278228
08051,6028,0.9476789225910256
08053,6028,0.05232107740897444
08055,6052,1
08057,53013,0.031632902123505
08059,6016,0.17481554821548145
08059,6053,0.9164305041868805
08061,6018,1
08063,6008,1
08063,6031,0.07717569786535304
08065,6037,1
08067,6017,0.8037722637958952
08069,6020,1
08069,6022,1
08069,6038,0.012003259803583022
08069,6039,1
08071,6042,0.010982831435916269
08071,6050,1
08073,6031,0.8281833109419316
08075,6048,0.8483201001290727
08077,6026,0.9280676137207345
08079,6002,0.022468535859564827
08081,6013,1
08083,6012,0.8220642827680299
08085,6015,0.05540140866542671
08085,6026,0.010586299064495371
08085,6041,0.7771508586960998
08087,6007,1
08087,6023,0.9548017289983086
08089,6035,0.624518349481875
08089,6042,0.009358933161953728
08091,6041,0.09723652238375685
08093,6011,0.00354125702223
08093,6016,0.007587966556019486
08095,6029,1
08095,6030,1
08097,6003,1
08097,6025,0.04756874717059977
08099,6036,1
08101,6042,0.944988294160852
08103,6025,0.004735980684627796
08103,6040,1
08103,6043,1
08105,6002,0.30989106991727866
08107,6047,1
08109,6002,0.13879712795872123
08109,6045,0.05740118618058148
08111,6017,0.007935465989818096
08113,6026,0.011557689452061575
08113,6041,0.12561261892014333
08115,6032,1
08117,6016,0.015577805581778232
08119,6011,0.033225809563047465
08121,6023,0.04519827100169141
08121,6048,0.15167989987092736
08123,6006,0.37400334046267675
08123,6027,1
08123,6038,0.19213503321960854
08125,6054,1
08125,6055,1
09001,7001,1
09001,7003,1
09001,7004,0.4028681904948363
09001,7006,1
09001,7015,0.074080856172048265
09001,7017,1
09001,7024,1
09003,7002,0.9118951349941307
09003,7007,0.9977359957972903
09003,7008,0.8647962343614517
09003,7010,0.034579732404573134
09003,7012,1
09003,7022,1
09003,7023,0.5985834893021127
09003,7028,0.09278867588051716
09005,7002,0.08810486500586931
09005,7007,0.0022640042027097006
09005,7015,0.7364341085271318
09005,7021,0.36867862969004894
09005,7025,1
09005,7026,0.1717696781418199
09005,7028,0.9072113241194828
09007,7010,0.8792846094772478
09007,7014,0.00500252362302822
09009,7004,0.5971318095051638
09009,7009,1
09009,7011,1
09009,7013,1
09009,7026,0.8282303218581801
09011,7010,0.08613565811817897
09011,7014,0.9938283041892142
09011,7018,0.9324987694395296
09011,7027,0.08025128295876836
09011,41008,0.37976170180523194
09013,7008,0.13520376563854825
09013,7020,1
09013,7023,0.40141651069788736
09013,7027,0.5352481861617413
09015,7018,0.0675012305604704
09015,7019,1
09015,7027,0.3845005308794904
10001,8001,0.9553710496703688
10001,8003,0.28967120636344323
10003,8001,0.03061088259788807
10003,8005,1
10003,31053,0
10005,8002,1
10005,8003,0.7103287936365568
10005,8004,1
10005,21029,0.0629914512681963
12001,10040,0.5972288732793936
12003,10050,0.026862592305416606
12005,10091,0.9110434348477284
12007,10040,0.06123032579462796
12009,10021,1
12009,10073,1
12009,10104,1
12009,10108,0.19281108754792967
12009,10124,1
12011,10023,1
12011,10036,1
12011,10046,1
12011,10071,1
12011,10092,1
12011,10097,1
12011,10098,1
12011,10120,1
12013,10008,1
12013,10091,0.008272591113330004
12015,10033,0.672420464316423
12015,10099,0.5766362188887958
12015,10102,1
12017,10025,0.9378891050583658
12017,10049,0.9511414273971417
12019,10040,0.033514519478456246
12019,10050,0.001282946193604025
12019,10085,1
12021,10077,0.8378137582849684
12023,10040,0.025943283819207245
12023,10058,0.8037516026534366
12027,10002,0.9655419385643801
12029,10040,0.037304676418188215
12031,10050,0.8489990699365197
12031,10051,1
12033,10043,0.03457497160166603
12033,10093,0.8758386595070782
12035,10015,1
12035,10087,0.09130668418067289
12037,10001,1
12037,10119,0.01003361153046401
12039,10119,0.10923035292106988
12041,10040,0.039978212271484175
12043,10037,0.0241039970841939
12043,10084,0.09854022707578822
12045,10091,0.035671492760858715
12045,10100,1
12047,10052,1
12047,10058,0.013559841685712693
12049,10002,0.03445806143561993
12049,10005,0.2692
12049,10061,0.012102401936384309
12051,10020,1
12051,10037,0.055883583741681175
12053,10014,1
12053,10026,0.07583537608050574
12053,10063,0.026694694966207817
12053,10112,0.9155540948636699
12055,10005,0.5540848484848485
12055,10109,1
12057,10013,1
12057,10096,1
12057,10115,0
12057,10118,1
12057,10121,0.8360522342231005
12059,1026,0.048249520596032734
12059,1040,0.4233713216533424
12059,10028,0.04442511741172378
12059,10041,0.19087619539932799
12061,10108,0.8071889124520704
12061,10126,0.8952716583962831
12063,1026,0.00824679611447014
12063,10041,0.809123804600672
12063,10072,1
12065,10119,0.03348097720302694
12067,10040,0.013494774349488783
12067,10119,0.006641600440557913
12069,10019,1
12069,10029,0.02107181986474744
12069,10034,0.9186430107173924
12069,10063,0.5491060328654416
12069,10083,0.001422849138672499
12069,10086,0.010578653881087509
12069,10135,0.029185310257492613
12071,10016,1
12071,10033,0.015133276010318143
12071,10037,0.9200124191741249
12071,10064,1
12071,10077,0.1621471046639854
12073,10119,0.6838664653772751
12075,10025,0.06211089494163424
12075,10040,0.07910080228771149
12077,10119,0.019855964147700838
12079,10069,1
12079,10119,0.011697572184084846
12079,11119,0.014056941049573333
12081,10012,1
12081,10107,0.12903707371778533
12083,10034,0.027326888673702178
12083,10083,0.8479124173690806
12085,10054,0.05863032063456597
12085,10117,0.9965719594130462
12086,10022,1
12086,10045,1
12086,10047,1
12086,10074,1
12086,10075,1
12086,10111,1
12086,10123,0
12087,10055,1
12087,10070,1
12087,10077,3.913705104622546e-5
12087,10123,1
12089,10035,1
12089,10050,0.042824492573994184
12091,10024,0.9773577165217666
12091,10031,0.424260102766621
12091,10039,1
12091,10080,0.768111181820048
12093,10084,0.9014597729242118
12095,10034,0.054030100608905444
12095,10086,0.8017661824367097
12095,10132,0.2852275553344939
12095,10135,0.9708146897425074
12097,10056,0.9160746268656716
12097,10114,1
12099,10003,1
12099,10007,1
12099,10009,1
12099,10011,1
12099,10030,1
12099,10054,0.941369679365434
12099,10088,1
12099,10090,1
12099,10128,1
12101,10026,0.9241646239194943
12101,10048,1
12101,10078,1
12101,10112,0.08444590513633009
12101,10121,0.16394776577689954
12101,10133,1
12103,10018,1
12103,10032,1
12103,10062,1
12103,10105,1
12103,10115,1
12103,10122,1
12105,10005,0.17671515151515152
12105,10006,1
12105,10056,0.08392537313432835
12105,10059,1
12105,10061,0.9878975980636157
12105,10131,1
12107,10040,0.004884082475630653
12107,10089,1
12109,10050,0.0770280121198293
12109,10085,0
12109,10113,1
12111,10038,1
12111,10101,1
12111,10117,0.0034280405869538196
12111,10126,0.10472834160371693
12113,10043,0.965425028398334
12113,10053,1
12113,10076,1
12113,10093,0.10187655386152326
12115,10033,0.3124462596732588
12115,10099,0.4233637811112042
12115,10107,0.8709629262822146
12115,10125,1
12117,10086,0.18765516368220275
12117,10106,0.44063485370682703
12117,10132,0.714772444665506
12119,10049,0.04885857260285825
12119,10063,0.4241992721683506
12119,10083,0.15066473349224682
12121,10040,0.06993633898074282
12121,10058,0.18268855566085065
12123,10040,0.0027983613812512056
12123,10119,0.04952715982567579
12125,10040,0.034585749463817615
12127,10027,1
12127,10029,0.9789281801352525
12127,10079,1
12127,10087,0.9086933158193271
12127,10106,0.559365146293173
12129,10119,0.0756662963701446
12131,10024,0.022642283478233428
12131,10028,0.9555748825882763
12131,10031,0.5757398972333789
12131,10080,0.23188881817995197
12133,10017,1
12133,10091,0.045012481278082876
13001,11011,1
13001,11072,0.05309199643720575
13003,11046,0.1788999761899608
13005,11003,0.5415259959486833
13007,11002,0.018689890814466644
13009,11078,0.005889813713832738
13009,11083,0.9716922530836809
13011,11033,0.4926612081651134
13011,11044,0.13601895734597155
13013,11006,0.03180656696260714
13013,11075,0.016111520780708224
13013,11128,0.7501125271672733
13015,11021,0.030115088117752396
13015,11025,0.9475398349509524
13015,11080,0.011677007114388306
13015,11098,0.12030268877797456
13017,11054,0.8108338060124787
13019,11089,1
13019,11117,0.0712932758076397
13019,11119,0.03020154661145954
13021,11078,0.6083630598493857
13023,11030,0.931461903025884
13025,11018,0.11108224745464448
13025,11126,0.09512112029549408
13027,11001,0.04196026153748492
13027,11093,1
13027,11115,0.050217506051946637
13027,11119,0.04130966153739094
13029,11102,0.08334746264635452
13031,11108,0.9678763719196521
