fips,hsa,proportion
18091,15047,0.9268471960040761
18091,15055,0.8263820397519266
18091,15076,0.010509973469588287
18091,15082,0.023363342985868372
18093,15005,0.7950331125827814
18095,15001,0.6762465839344115
18095,15025,0.9291631265930331
18097,15006,0.96314457450174
18097,15039,0.6619556189392665
18099,15011,0.8674754706974277
18099,15066,1
18099,15071,0.1600052133113216
18099,15076,0.010997346958828732
18101,15005,0.08400139421401186
18101,15040,0.12306480339772571
18101,15086,0.05288093696662939
18103,15044,0.08299126510125868
18103,15053,0.008265141355811599
18103,15065,1
18103,15071,0.040099052915109915
18105,15005,0.026158940397350994
18105,15007,0.7772564082977772
18105,15054,0.03471256652442825
18107,15018,0.925899387230678
18107,15045,0.0033904316361471525
18109,15029,0.025149902620803875
18109,15039,0.024766828953892803
18109,15054,0.9652874334755718
18111,14138,0.15161290322580645
18111,15019,0.052697253015534296
18111,15045,0.008115080454140507
18111,15069,0.19092400908861398
18113,15027,0.0363494559406252
18113,15031,0.08774057422306357
18113,15042,1
18115,15048,0.11804218800128329
18117,15005,0.0948065528058557
18117,15017,0.03298122607131325
18117,15064,1
18117,15073,0.03759529362620531
18119,15007,0.07013389495738714
18119,15032,0.16811618442325918
18119,15079,0.014992063909972392
18121,15010,0.03159800814848348
18121,15013,0.4763484225999774
18121,15079,0.027531838389613126
18123,15078,0.955568868254206
18125,15026,0.014052777275256258
18125,15037,0.04366723259762309
18125,15040,0.027743526510480888
18125,15083,0.131920056190537
18127,15030,0.25255065925457515
18127,15055,0.04259373798498855
18127,15082,0.8835304607178646
18129,15026,0.08734430840333553
18131,15088,0.8755186721991701
18133,15018,0.015442775252026092
18133,15020,0.06733517553105622
18133,15032,0.8318838155767408
18135,15057,0.09283799363809365
18135,15070,0.03668668668668669
18135,15089,1
18137,15004,0.6903132709584322
18137,15048,0.08772457491177414
18137,15052,0.15864822079977975
18139,15033,0.026319378153552436
18139,15072,1
18139,15075,0.029369035749893177
18141,15011,0.13252452930257227
18141,15076,0.9255379777930628
18141,15091,1
18143,15052,0.0861380686902058
18143,15093,0.892323078388418
18145,15006,0.03685542549826004
18145,15033,0.05435701622801036
18145,15075,0.932174903859849
18147,15026,0.015414705410506985
18147,15037,0.24940577249575552
18147,15078,0.04443113174579402
18147,18064,0.05994602929838088
18149,15043,1
18149,15047,0.07315280399592389
18151,15002,1
18151,15003,0.07387058851754996
18153,15077,0.9584209520168228
18153,15079,0.005551501839217073
18155,15048,0.029736124478665384
18155,15052,0.15735769839631084
18157,15045,0.7992383139885916
18159,15025,0.07083687340696687
18159,15044,0.03234247028383557
18159,15080,0.8650023116042533
18161,15070,0.089502002002002
18163,15026,0.6188854034754767
18165,14027,0.020107351788191303
18165,15013,0.5236515774000227
18167,15079,0.8101055387138268
18169,15053,0.039505733599715376
18169,15084,1
18171,15045,0.005725311704378006
18171,15087,1
18173,15009,1
18173,15026,0.15680264330112265
18175,15073,0.8899641452292268
18175,15093,0.10767692161158206
18177,15070,0.833495995995996
18179,15008,0.8147417724639467
18179,15036,0.04379497981393716
18179,15053,0.013793480938175649
18181,15045,0.032595432417255314
18181,15051,0.01909821941412981
18181,15056,0.908788244073245
18183,15014,0.8551204819277108
18183,15027,0.013231020818919428
19001,16026,0.042078534506212024
19001,16031,0.0020237801510932527
19001,16041,1
19003,16022,0.45207473914098517
19005,16107,1
19005,52045,0.040288036531462526
19007,16008,0.08483218987576488
19007,16015,1
19009,16006,1
19011,16014,0.08796753995715934
19013,16013,0.9500579450287538
19013,16106,0.7040769799216994
19015,16003,0.011547660439780425
19015,16009,0.9415587588565845
19015,16031,0.008861748499054198
19017,16103,1
19017,16106,0.07438562286756498
19017,16108,0.7433011789924974
19019,16014,0.007576069643543692
19019,16053,1
19019,16077,0.16726635298459266
19019,16106,0.049841983616609804
19021,16099,0.10726283794592865
19021,16101,0.8465205875270888
19023,16068,0.04545557211907666
19023,16106,0.05030581280168551
19023,16108,0.2566988210075027
19025,16039,0.05184263926163514
19025,16060,0.6184946955141593
19027,16012,1
19027,16064,0.4388161639157655
19029,16005,0.9066602515636814
19031,16014,0.019412176635360025
19031,16027,0.015195885290766396
19031,16054,0.05086307512746483
19033,16068,0.485431630302209
19035,16018,0.88414686825054
19035,16061,0.0825694212111074
19037,16017,0.13226195865399124
19037,16075,0.7638242894056848
19039,16031,0.003153161091725118
19039,16081,1
19041,16099,0.6524156135018397
19043,16034,1
19043,16045,0.8351168048229088
19043,16063,0.20160410301178525
19043,52045,0.018934108716227423
19043,52075,0.07492814651427043
19045,16021,0.6957445912955637
19045,16027,0.0633712076841982
19045,16065,0.17524652535134716
19047,16030,1
19047,16064,0.5611838360842345
19049,16031,0.10904620915723802
19049,16085,1
19051,16008,0.8237530131652142
19053,16031,0.0033631760130649843
19053,16062,1
19055,16014,0.006165211182512221
19055,16032,0.0063291622449057495
19055,16063,0.7983958969882148
19057,16011,0.7289998343182195
19059,16099,0.09078547432410815
19059,16100,1
19061,16032,0.7307013994396134
19061,16045,0.16488319517709119
19063,16036,0.6920919290626131
19063,24037,0.09039494320612138
19065,16075,0.04880029531192322
19065,16077,0.8327336470154073
19065,16110,1
19067,16017,0.8677380413460087
19067,16068,0.04920495098703528
19069,16047,1
19069,16055,0.1612336521569393
19069,16068,0.045726611555314635
19071,16046,0.8009020618556701
19071,16094,0.08684119478722177
19073,16031,6.432624863416869e-4
19073,16056,1
19075,16013,0.049942054971246146
19075,16067,0.02015046690106234
19075,16106,0.07068285089857078
19077,16031,0.01153172840811627
19077,16044,1
19079,16003,0.035601774293812095
19079,16009,0.05844124114341559
19079,16109,0.9346167494677076
19081,16010,1
19081,16068,0.08383023896643628
19083,16003,0.02696210133704207
19083,16033,1
19083,16055,0.8387663478430607
19083,16067,0.015613776416770633
19083,16106,0.014724611248250814
19085,16069,1
19085,16078,0.07511635458382943
19087,16011,0.06739566650098489
19087,16054,0.013458033867764195
19087,16072,1
19089,16025,0.9039869812855981
19089,16075,0.13303802141011442
19089,16080,0.0696595781920014
19091,16039,0.07335646178350898
19091,16051,1
19093,16052,0.8305362259516987
19093,16098,0.005350147467876527
19095,16014,0.02962459493601362
19095,16054,0.03878719004033827
19097,16021,0.06940819934337908
19097,16032,0.047411456623479745
19097,16065,0.767683826384036
19099,16031,0.014847908075147158
19099,16042,0.1674076405555337
19099,16076,1
19101,16037,0.8501340748833052
19101,16105,0.08898186889818689
19103,16014,0.018097435052452353
19103,16054,0.7255206093740402
19105,16014,0.06354355467677267
19105,16032,0.010093066933372016
19105,16065,0.057069648264616815
19107,16037,0.07339358426854703
19107,16054,0.03606896410508426
19107,16083,0.045308318239571786
19109,16002,1
19109,16036,0.15644227289178428
19109,16068,0.03329267741789764
19109,24016,0.051971734670617734
19111,16011,0.020949540693286205
19111,16040,1
19111,16057,0.6768949227560965
19113,16014,0.762484895919152
19115,16011,0.10264906757975736
19115,16054,0.021100804717734505
19115,16073,0.04285031891876703
19117,16031,0.012625862089222563
19119,43039,0.03999306773233291
19121,16031,0.02333662307755572
19123,16042,0.08777589802100956
19123,16082,1
19125,16031,0.010274576151704205
19125,16059,1
19125,16084,1
19127,16042,0.054018963685722156
19127,16067,0.7352841102415788
19129,16024,0.12190362405416169
19129,16046,0.19909793814432988
19129,16089,0.09684908789386401
19131,16080,0.9303404218079986
19133,16078,0.7734603312046758
19133,16098,0.010648665044627588
19135,16001,1
19135,16031,0.003000422967114307
19137,16089,0.8420398009950248
19139,16027,0.0040998008668150406
19139,16054,0.05100640907508651
19139,16073,0.9052235241226222
19141,16018,0.11585313174946005
19141,16088,1
19141,16093,0.7469894026974951
19141,16099,0.08614621660534315
19143,16095,1
19143,43039,0.003150103984015006
19145,16019,1
19145,16094,0.9131588052127783
19147,16035,0.9370223606000566
19147,16036,0.07681867535287731
19147,16099,0.06338985762278035
19149,16061,0.9174305787888926
19149,16098,0.0731079258336614
19151,16035,0.06297763939994339
19151,16039,0.021011978791647574
19151,16086,1
19151,16101,0.05186612087647484
19153,16031,0.6965357818429617
19155,16005,0.09333974843631865
19155,16024,0.8621664675428117
19155,16048,0.14825753101004135
19155,28056,0.004971752005024197
19157,16014,0.0035940846927006095
19157,16042,0.6907974977377346
19159,16031,0.007319680894810428
19161,16052,0.16946377404830126
19161,16060,0.2917049536379584
19161,16092,1
19161,16101,0.10161329159643631
19163,16027,0.9173331061582204
19165,16024,0.01592990840302668
19165,16048,0.8517424689899586
19167,16050,1
19167,16079,1
19167,16091,1
19167,16093,0.2530105973025048
19167,16097,1
19167,16098,0.00977741063188533
19167,43039,0.011961559896151911
19169,16003,0.9258884639293654
19169,16031,0.013283810933699906
19171,16014,0.0015344373043334981
19171,16067,0.22895164644058827
19171,16106,0.03598213864561878
19173,16022,0.5479252608590148
19173,16031,0.0013922667512600896
19173,16089,0.06111111111111111
19175,16026,0.957921465493788
19175,16031,0.0027757216876387863
19177,16008,0.09141479695902095
19177,16037,0.07647234084814777
19177,16058,1
19179,16083,0.9546916817604282
19181,16031,0.07249333239340641
19183,16054,0.06319491369248725
19183,16105,0.9110181311018131
19185,16023,1
19185,16031,0.0034909473288451823
19187,16039,0.7624751805546465
19187,16060,0.08980035084788238
19187,16109,0.06538325053229241
19189,16068,0.11938157835298369
19191,16029,1
19191,16075,0.054337393872277595
19193,16078,0.15142331421149474
19193,16098,0.6518209217226313
19195,16068,0.0845755974160907
19197,16020,1
19197,16039,0.09131373960856189
19197,16068,0.053101142882956136
20001,17015,0.18337223671563915
20001,17054,0.6722240971987851
20003,17034,0.8592530657748049
20003,17054,0.11380357745528182
20005,17005,1
20007,17061,0.7480602464628023
20007,17077,1
20009,17027,1
20009,17037,0.7582168084186247
20009,17047,1
20011,17031,0.6100161819011659
20013,17044,0.7720152091254753
20013,17049,1
20013,17102,0.23978566644340255
20013,17115,0.0030153871608206485
20015,17025,1
20015,17083,0.02997250229147571
20015,17123,0.07630327850179705
20017,17029,0.06650908999471951
20019,17014,1
20019,17106,1
20019,37008,0.006688056396583668
20021,17096,0.04107734408757022
20021,26040,0.11527860775394222
20023,17111,1
20025,17004,1
20025,17079,0.4172207446808511
20027,17016,0.8544443278413265
20029,17021,1
20029,17078,0.11906487857919536
20031,17012,1
20031,17029,0.07410294450451356
20033,17019,1
20035,17003,1
20035,17123,0.0029211943426611783
20035,17125,0.9767453851706713
20037,17031,0.0463051325671134
20037,17035,1
20037,17096,0.9589226559124298
20039,17086,1
20041,17001,1
20041,17043,0.908817635270541
20041,17103,0.020630091961257386
20043,17044,0.22798479087452472
20043,26081,0.046196578031256944
20045,17064,0.9600608461865007
20045,17115,0.04451935804103243
20047,17060,1
20049,17030,0.13741721854304637
20049,17053,0.07475201402970351
20049,17125,0.023254614829328658
20051,17042,0.8864536329312092
20053,17028,0.8765844825184567
20055,17024,0.020596608491149894
20055,17033,1
20057,17024,0.8299542022527541
20057,17079,0.3184840425531915
20059,17034,0.1407469342251951
20059,17087,0.018590069479749196
20059,17091,1
20061,17057,1
20063,17099,1
20065,17045,0.6845077998924153
20067,17117,1
20069,17024,0.14944918925609604
20071,17116,0.43243243243243246
20073,17029,0.022077497548341672
20073,17030,0.8625827814569537
20073,17032,0.1276826360286148
20075,17114,1
20077,17002,0.8761609907120743
20077,17041,1
20077,17123,7.009464529480931e-4
20079,17039,1
20079,17083,0.8689275893675527
20079,17123,0.008062636575035441
20081,17104,1
20083,17055,1
20085,17088,0.2952261306532663
20085,17115,0.048283421575115816
20087,17064,0.03993915381349936
20087,17115,0.05431833223031105
20087,17124,1
20089,17011,0.25588876206288264
20089,28072,0.12352456766401318
20091,17058,0.016520303936223217
20091,17087,0.8244661921708185
20091,17108,1
20091,26041,0.25169376745609673
20093,17063,1
20095,17059,1
20095,17098,0.05175655616031667
20095,17123,0.0015000254093089193
20097,17038,1
20099,17017,0.07260668973471741
20099,17094,0.7373458725182863
20099,26040,0.00894544922375209
20101,17023,1
20101,17105,0.07164179104477612
20103,17058,0.13050157781099486
20103,17065,1
20105,17068,1
20107,17031,0.23721007427077714
20107,17087,0.016598881545500762
20109,17085,1
20109,17105,0.1076285240464345
20111,17029,0.8373104679524253
20113,17052,0.030268887603154784
20113,17069,1
20113,17075,1
20113,17080,1
20115,17046,1
20115,17073,1
20115,17083,0.10109990834097159
20117,17074,0.9336396120469628
20117,17107,0.13392250169952413
20117,17122,0.613768115942029
20119,17076,1
20119,17079,0.26429521276595747
20121,17087,0.14034485680393155
20123,17011,0.6456366089031856
20125,17017,0.7554209919261823
20125,17053,0.9252479859702964
20125,37008,0.0450088119661982
20127,17022,1
20127,17043,0.09118236472945891
20129,17026,0.8789098792195726
20131,17088,0.11880832735104092
20131,17102,0.7602143335565975
20131,17107,0.8660774983004759
20131,17115,0.00389228987425546
20133,17015,0.6756144445970067
20133,17094,0.2626541274817137
20135,17082,1
20137,17045,0.3154922001075847
20137,17084,1
20139,17115,0.06569324950363997
20141,17011,0.09847462903393173
20141,17089,1
20141,17109,0.24938524590163935
20143,17078,0.8809351214208047
20143,17103,0.01819993706073639
20145,17037,0.24178319158137523
20147,17095,1
20149,17071,0.09820829740346843
20149,17088,0.5859655419956927
20149,17115,0.014344804765056254
20149,17119,1
20149,17122,0.38623188405797104
20151,17098,0.9482434438396833
20153,17007,1
20155,17052,0.960763117025488
20157,17010,0.7624471200780996
20159,17028,0.12341551748154339
20159,17052,0.008967995371357227
20159,17070,1
20161,17071,0.9017917025965315
20163,17042,0.06538355281333456
20163,17097,1
20165,17042,0.022224268655800104
20165,17062,1
20167,17042,0.0259385455996562
20167,17101,1
20169,17103,0.9611699709780063
20171,17105,0.8207296849087894
20173,17123,0.897323611206031
20175,17067,0.814150401836969
20177,17115,0.7374420913302449
20179,17050,1
20181,17036,1
20183,17109,0.7506147540983606
20185,17113,1
20187,17056,1
20189,17051,1
20191,17013,1
20191,17121,1
20191,17123,0.013188307512218373
20193,17018,1
20195,17118,1
20197,17115,0.028491065519523493
20199,17116,0.5675675675675675
20201,17010,0.07614708753660918
20201,17016,0.14555567215867352
20201,17040,1
20201,17074,0.06636038795303727
20201,17120,1
20203,17066,1
20205,17015,0.14101331868735412
20205,17032,0.8723173639713853
20205,17081,1
20207,17054,0.21397232534593316
20209,17058,0.8529781182527819
20209,26041,0
21001,18011,0.03208962965524396
21001,18014,1
21003,18007,0.11910189587032476
21005,18023,0.29663359461588795
21007,18066,0.05434782608695652
21009,18027,0.6817649721394122
21011,18059,0.17240858772224085
21011,18061,0.06686163775716014
21013,18057,0.8569903948772679
21013,18070,0.873073202192841
21015,18016,0.08087535680304472
21015,18021,0.8971840209561232
21017,18068,1
21019,18002,0.49427012138092646
21021,18018,0.6578367459370122
21021,18032,0.05300278739758425
21023,18022,0.016830373476682335
21023,18055,0.22040208488458674
21025,18089,0.42263324096152605
21027,18019,0.01742842014180367
21027,18030,1
21027,18044,0.10514070816202951
21027,18049,0.0012030407599136616
21029,18019,0
21029,18049,0.08445303624319703
21031,18007,0.05483131909044046
21031,18044,0.1010931574082927
21033,18052,0.1147052986703711
21033,18072,1
21035,18063,0.776094309789244
21037,18022,0.8656009306427251
21039,18066,0.03252136292793035
21041,18013,0.6703172914450216
21043,18002,0.1834794495205402
21043,18059,0.15830258302583025
21045,18018,0.2537186667890919
21045,18074,0.1215748343060639
21045,18079,0.01647200113031602
21045,18081,0.03683838509833271
21047,18036,0.8354094343475598
21047,18050,0.01938059139690821
21047,44010,0.06350179316401962
21049,18045,0.005319306126067555
21049,18087,0.733386709367494
21051,18051,1
21053,18001,1
21055,18052,0.8139511807898393
21055,18060,0.05056599436878699
21057,18008,1
21059,18064,0.7705242868157286
21061,18007,0.06525574202417092
21061,18027,0.011378357708095959
21063,18059,0.1260818517276082
21065,18039,1
21067,18045,0.8562847064575839
21069,18020,1
21071,18056,1
21071,18071,0.5354294450277209
21073,18023,0.6716252487080535
21075,18025,0.4042232277526395
21075,44089,0.08037267447002978
21077,18021,0.03548969946583978
21077,18065,0.28134617957982067
21079,18042,1
21079,18073,0.06429101299557656
21081,18016,0.05104846213288055
21081,18021,0.055167625314618
21081,18086,1
21083,18054,1
21083,18063,0.0775173628485079
21083,18066,0.08143440640619122
21085,18033,0.06206391802878751
21085,18044,0.7937661344296778
21087,18011,0.036446626785158545
21087,18019,0.007006237811729152
21087,18028,1
21089,18002,0.3048295425347133
21089,36093,0.0670760510155881
21091,18064,0.06722436391673092
21093,18019,0.6792305407394971
21093,18049,0.0030904969344778517
21095,18031,0.9600597645858387
21095,49005,0.04768524114589629
21097,18017,0.890646527529724
21097,18026,0.02218121357183315
21099,18019,0.06930040939675323
21099,18027,0.1232265214066085
21101,18035,0.88212687851325
21103,18041,0.313895819856452
21103,18078,0.13438791846878062
21105,18025,0.07831534980856247
21105,18066,0.026152791960015048
21107,18050,0.7994537719497891
21109,18006,0.27226245012560957
21109,18047,0.07916365435105209
21111,18049,0.8152981723770364
21113,18032,0.03830560013514655
21113,18045,0.13839598741634854
21115,18067,0.5049986490137801
21115,18071,0.21419756497393674
21117,18016,0.8576257287192939
21117,18021,0.012158654263419099
21119,18034,0.3583506583506583
21121,18003,1
21121,18015,0.18326536880001365
21121,18070,0.126926797807159
21123,18011,0.03084477333241122
21123,18019,0.08565045007813409
21125,18015,0.20097595932365336
21125,18047,0.9208363456489479
21127,18002,0.017420886563820057
21127,18048,0.708010855362348
21129,18089,0.21753560610942838
21131,18034,0.01995841995841996
21131,18038,1
21133,18031,0.019387048576946904
21133,18034,0.012936012936012936
21133,18040,0.8008391608391608
21133,18085,1
21135,18055,0.11710553035943952
21135,18059,0.02485743039248574
21135,36093,0.0939020773143215
21137,18018,0.06447984574419245
21137,18081,0.9001288927695315
21139,18066,0.033387972268501105
21139,18076,1
21141,18007,0.03667449453004181
21141,18075,0.9471002408745599
21143,18066,0.05499274466598592
21145,18066,0.4385715053474499
21147,18079,0.2076366975933688
21149,18050,0.015931651464486423
21149,18064,0.06492675404780263
21151,18006,0.6379784247081425
21151,18073,0.9357089870044234
21153,18067,0.49500135098621995
21153,18071,0.03083383986296071
21155,18011,0.018845741553995644
21155,18018,0.023964741529703425
21155,18043,0.5948014294383386
21157,18063,0.07075235674399055
21157,18066,0.18562234642876338
21159,18071,0.21953915013538156
21161,18055,0.5805523590333717
21163,18019,0.09778383334840052
21163,18049,0.01401032362008993
21165,18059,0.10743039248574304
21167,18032,0.9086916124672691
21169,18027,0.14662317189280308
21169,18082,0.06874788684774033
21171,18027,0.03700697685308027
21171,18082,0.9312521131522596
21173,18061,0.9331383622428399
21175,18084,0.9107505070993914
21175,18089,0.022974801830250694
21177,18029,1
21177,18036,0.02387759269523615
21177,18050,0.08557572786638422
21179,18004,1
21179,18019,0.043600108483682246
21179,18049,0.008050383176984087
21181,18012,1
21183,18033,0.9379360819712125
21183,18064,0.03737856592135698
21185,18041,0.686104180143548
21185,18049,0.04580588320939817
21187,18065,0.7186538204201793
21189,18089,0.1438100148224528
21191,18016,0.01045045234478082
21191,18022,0.11756869588059253
21193,18031,0.020553186837214386
21193,18034,0.6087549087549088
21195,18040,0.19916083916083915
21195,18069,1
21195,18080,0.8641174716756113
21195,49021,0.07035100821508589
21197,18087,0.266613290632506
21199,18079,0.7552512598313945
21201,18017,0.10935347247027606
21203,18006,0.08975912516624797
21203,18062,1
21203,18081,0.06303272213213587
21205,18059,0.4109191546460919
21207,18074,0.8784251656939361
21209,18026,0.9778187864281669
21211,18023,0.0317411566760586
21211,18049,0.010576556221431768
21211,18078,0.8233649549571077
21213,18024,1
21215,18049,0.017512107457471126
21215,18078,0.042247126574111685
21217,18011,0.8817732286731906
21219,18036,0.1269581959800461
21219,18075,0.05289975912544006
21219,44010,0.011454292615091854
21221,18009,1
21221,18036,0.013754776977158026
21223,15052,0.057970266363824074
21223,18013,0.3296827085549784
21225,18035,0.01433979580130779
21225,18060,0.8074469918979487
21227,18007,0.7241365484850221
21229,18043,0.40519857056166136
21231,18058,1
21231,18079,0.020640041444920643
21233,18035,0.10353332568544224
21233,18050,0.07965825732243212
21233,18052,0.07134352053978964
21233,18060,0.1419870137332644
21235,18015,0.615758671876333
21237,18084,0.08924949290060852
21237,18089,0.19304633627634207
21239,18083,1
22001,19019,1
22001,19024,0.15130877924484595
22001,19046,0.09011329128708245
22003,19047,0.07071859560489713
22003,19069,1
22005,19007,0.09960967328861269
22005,19030,0.9886759581881533
22007,19007,0.005458406268723346
22007,19062,0.16024731400770323
22007,19063,1
22007,19086,0.04008753001246087
22009,19002,0.1576468851490995
22009,19012,0.9336077686299346
22011,19020,0.24384278002699056
22011,19021,0.565808918392719
22011,19047,0.03932348742550561
22011,19058,0.5894023103967856
22013,19078,0.06831988991524059
22013,19080,0.0205680727571866
22015,19080,0.28822037384031807
22017,19080,0.5513367761985284
22017,19088,1
22019,19020,0.7561572199730094
22019,19047,0.7872551568959387
22019,19084,0.9679160081282456
22021,19016,1
22023,19047,0.028906212686468157
22023,19084,0.03208399187175435
22025,19002,0.02546009251057967
22025,19026,0.1476158891591127
22025,19039,0.21250293404271967
22027,19035,1
22027,19078,0.005299292939643688
22029,19026,0.6879652148279166
22029,25059,0.23727684519051426
22031,19054,1
22031,19080,0.036602531876970885
22033,19007,0.6081695468803233
22033,19093,0.573622921933655
22035,19061,0.05375902955419341
22035,25087,0.011382489447046224
22037,19093,0.3734582088408795
22039,19002,0.031207558311189845
22039,19024,0.24104702339587677
22039,19053,0.8703575547866206
22039,19087,1
22041,19022,0.1350349040139616
22041,19092,0.8868441842093034
22043,19002,0.10996949119181183
22045,19027,0.0369245429098922
22045,19046,0.0028527213267928054
22045,19065,0.9472253680634202
22047,19007,0.028111453107928713
22047,19073,1
22049,19078,0.2331396114827773
22051,19029,0.016985552518547442
22051,19057,1
22051,19059,0.916384200482734
22051,19066,0.1603352795758384
22053,19040,1
22053,19047,0.07379654738719041
22053,19053,0.12964244521337948
22055,19046,0.7010365568792338
22057,19029,0.9830144474814525
22057,19036,0.031467501380961146
22057,19075,1
22057,19086,0.7181715952952619
22059,19039,0.7874970659572803
22059,19070,1
22061,19078,0.6932412056623384
22063,19007,0.17928008364563386
22063,19033,0.11847016994005159
22065,19085,1
22067,19006,1
22067,19061,0.03330276557748926
22069,19002,0.008188170455663812
22069,19064,1
22069,19080,0.001716100726657831
22069,19091,0.08062163019346653
22071,19066,0.792147806004619
22073,19061,0.7589249802918416
22073,19090,0.9471713746490111
22075,19066,0.04751691441954266
22077,19007,0.02287185300924566
22077,19067,1
22079,19002,0.6442131679952761
22079,19012,0.06639223137006545
22081,19080,0.019692884237466294
22083,19022,0.5657722513089005
22083,19077,1
22085,19055,1
22085,19080,0.033275444449522414
22085,45124,0.17242787152966793
22087,19014,1
22089,19049,0.12839628536338368
22089,19051,0.9020512317204828
22089,19059,0.08361579951726601
22091,19003,0.3115901139826205
22091,19031,1
22091,19033,0.0070371000051743385
22093,19030,0.01132404181184669
22093,19052,1
22093,19086,0.12951706531319332
22095,19049,0.8716037146366163
22095,19051,0.09794876827951712
22097,19024,0.6076441973592773
22097,19046,0.008423849567857977
22097,19071,1
22099,19046,0.15245853772483065
22099,19062,0.03897222785323333
22101,19027,0.9630754570901078
22101,19062,0.8007804581390634
22101,19065,0.052774631936579844
22103,19018,1
22103,19081,1
22105,19003,0.6884098860173795
22105,19033,0.874492730054774
22107,19026,0.16441889601297074
22107,19092,0.1131558157906966
22109,19036,0.9685324986190389
22109,19086,0.11222380937908398
22111,19008,1
22111,19061,0.0861447624563605
22111,19090,0.05282862535098891
22113,19001,1
22113,19042,1
22113,19046,0.04511504321420229
22115,19002,0.023314634386379294
22115,19021,0.4341910816072811
22115,19050,1
22117,19009,1
22117,19028,1
22119,19060,1
22119,19080,0.017005621315296374
22119,19082,1
22121,19007,0.03797535273316808
22123,19022,0.29919284467713786
22123,19061,0.06786846212011519
22125,19007,0.01852363106636435
22125,19093,0.05291886922546541
22127,19091,0.9193783698065334
23001,20016,0.13650851708642492
23001,20019,0.862396544305613
23003,20012,1
23003,20017,1
23003,20018,0.8757230604090882
23003,20020,0.024212034383954154
23003,20022,0.14772727272727273
23003,20026,1
23005,20009,0.6513879922530665
23005,20010,0.4768892149669846
23005,20019,0.04828354242421686
23005,20025,0.9015743730197898
23007,20016,0.7842773539554813
23009,20002,0.09051455532805128
23009,20003,1
23009,20007,0.9895773016792125
23009,20015,0.8493509634765782
23011,20001,0.8402503639884125
23011,20016,0.07921412895809385
23011,20019,0.05834015304271528
23011,20030,0.03139166614916475
23011,20031,0.761317216668758
23013,20007,0.010422698320787493
23013,20027,0.8389134154327116
23015,20001,0.10859613046545487
23015,20008,1
23015,20010,0.07346633557198487
23015,20013,1
23015,20027,0.10627151940178703
23017,20009,0.3486120077469335
23017,20019,0.030979760227454883
23017,20023,1
23017,20025,0.012383259430603642
23017,20028,1
23019,20002,0.8731416362503338
23019,20014,0.2224802047984759
23019,20018,0.08617091060886159
23019,20020,0.9757879656160459
23019,20022,0.8522727272727273
23019,20024,0.4179876886201449
23021,20014,0.7236411263916176
23021,20030,0.03381357511022791
23021,20035,0.9137195886631553
23023,20001,0.05115350554613272
23023,20010,0.44964444946103055
23025,20014,0.05387866880990653
23025,20024,0.5820123113798551
23025,20030,0.9347947587406074
23025,20031,0.12088892606689253
23025,20035,0.08628041133684475
23027,20002,0.03634380842161489
23027,20005,1
23027,20027,0.054815065165501366
23027,20031,0.11779385726434954
23029,20011,1
23029,20015,0.15064903652342176
23029,20018,0.03810602898205021
23029,20021,1
23031,20006,1
23031,20025,0.08604236754960651
23031,20029,1
23031,20033,1
23031,30006,0.16316788717114186
24001,21010,0.611971262168941
24003,21001,0.9489017541577224
24003,21002,0.020139213090996744
24003,21016,1
24003,21021,0.14734427291374286
24003,21025,0.03697851150315518
24005,21002,0.4829889792661508
24005,21008,0.009387664873627589
24005,21026,0.7785340060153294
24009,21025,0.9468869228929941
24011,8001,0.014018067731743135
24011,21011,0.3227164157117754
24013,21002,0.0035053760474198677
24013,21014,0.0631212026795451
24013,21026,0.17936839041428157
24013,21033,0.920918968011033
24015,21012,0.9914489650249821
24015,21018,0.36169328374535115
24017,21007,0.22885169098628666
24017,21019,1
24019,21004,1
24021,21014,0.9177364075401153
24021,21017,0.03012193767920006
24021,21033,0.020241178647112248
24021,39045,0.10130662020905923
24023,21010,0.05978829230965438
24023,21023,0.7604655911782724
24025,21002,0.016860365073153305
24025,21013,1
24025,21018,0.6383067162546489
24027,21002,0.03020228517410349
24027,21008,0.9906123351263724
24027,21014,0.007512852469231968
24027,21021,0.25055057756666305
24027,21024,0.04256961035117021
24027,21026,0.04209760357038905
24027,21033,0.05883985334185476
24029,21005,0.6458347500850051
24029,21012,0.008551034975017845
24031,9001,0.17003383793410506
24031,21003,1
24031,21014,0.005043620501635769
24031,21021,0.12432797149951419
24031,21024,0.9574303896488298
24031,21028,1
24031,21030,1
24031,21031,0.3007637932758501
24031,49014,0.0017417667638776647
24033,9001,0.8299661620658949
24033,21006,1
24033,21007,0.7711483090137133
24033,21020,1
24033,21021,0.4777771780200799
24033,21031,0.6992362067241499
24033,49002,0.004211840373420899
24035,21001,0.05109824584227759
24035,21005,0.3541652499149949
24035,21011,0.2857413428454181
24037,21022,1
24037,21025,0.01613456560385067
24039,21009,1
24039,21029,0.10788741481511352
24041,21011,0.39154224144280647
24043,21014,0.00658591680947188
24043,21017,0.961093585699264
24043,39132,0.017477203647416412
24045,21029,0.5150006048630993
24047,21029,0.25990967377716845
24510,21002,0.4463037813481758
25001,22015,0.9615231955352954
25001,22024,1
25003,22020,0.7348994784469308
25003,22045,0.9514093643118292
25003,22051,0.827669749510186
25005,22003,0.927957065962726
25005,22007,0.09072619025400795
25005,22014,0.8815454695939525
25005,22041,0.9619195157978168
25005,22061,0.7067132019203985
